pH,Dissolved_Oxygen_mgL,Turbidity_NTU,Total_Dissolved_Solids_mgL,Nitrate_mgL,Phosphate_mgL,Temperature_C,Heavy_Metals_ppm,Safe_for_Humans,Safe_for_Animals,Safe_for_Plants
5.63,4.65,14.6,960.54,10.71,7.09,29.0,0.252,Unsafe,Unsafe,Unsafe
7.15,2.47,93.81,449.03,3.22,1.34,23.7,0.342,Unsafe,Unsafe,Safe
7.48,2.43,91.76,1368.9,28.71,8.14,19.0,0.294,Unsafe,Unsafe,Unsafe
5.73,4.1,88.75,969.14,31.1,6.06,11.5,0.421,Unsafe,Unsafe,Unsafe
8.21,12.4,62.54,154.26,25.29,9.5,15.0,0.142,Unsafe,Safe,Unsafe
7.09,5.39,80.83,1368.06,40.86,3.4,33.8,0.288,Unsafe,Safe,Unsafe
7.34,13.41,6.9,1438.76,43.05,1.08,20.6,0.062,Unsafe,Safe,Unsafe
7.04,8.98,33.48,162.68,30.78,5.07,17.0,0.345,Unsafe,Safe,Unsafe
6.9,7.24,31.37,821.92,0.64,0.86,20.6,0.366,Unsafe,Safe,Safe
7.46,8.96,63.56,489.88,34.76,9.7,28.4,0.021,Unsafe,Safe,Unsafe
6.04,8.2,35.6,619.62,20.9,0.39,15.2,0.338,Unsafe,Safe,Safe
6.14,11.11,14.85,310.49,28.28,7.54,10.4,0.207,Unsafe,Safe,Unsafe
8.52,5.39,59.65,888.2,32.45,5.25,22.5,0.062,Unsafe,Safe,Unsafe
8.81,6.24,81.44,1439.07,17.51,3.69,25.0,0.21,Unsafe,Safe,Unsafe
6.81,12.73,38.21,779.46,45.85,0.66,26.4,0.097,Unsafe,Safe,Unsafe
6.45,13.36,13.23,170.23,6.7,6.22,31.5,0.208,Unsafe,Safe,Unsafe
7.75,12.71,19.67,949.0,33.58,5.85,16.1,0.192,Unsafe,Safe,Unsafe
6.93,7.03,23.75,543.32,0.22,2.81,7.3,0.369,Unsafe,Safe,Safe
5.59,11.36,29.99,1291.09,46.23,9.1,33.8,0.387,Unsafe,Unsafe,Unsafe
6.05,7.72,64.28,680.28,5.63,3.04,18.1,0.304,Unsafe,Safe,Safe
8.01,7.97,60.09,329.62,4.74,4.5,23.7,0.011,Unsafe,Safe,Safe
7.81,4.46,69.61,327.1,16.65,5.44,25.0,0.466,Unsafe,Safe,Unsafe
5.59,9.09,36.25,1164.71,18.68,1.0,21.4,0.343,Unsafe,Unsafe,Safe
6.28,4.23,82.4,435.1,10.72,9.32,11.2,0.017,Unsafe,Safe,Unsafe
6.31,5.98,20.41,1162.49,29.26,3.75,27.7,0.409,Unsafe,Safe,Safe
7.85,12.26,46.9,348.54,22.15,0.81,29.1,0.1,Unsafe,Safe,Safe
5.57,4.48,80.09,516.45,1.71,3.87,21.6,0.29,Unsafe,Unsafe,Safe
5.86,2.85,18.02,724.96,15.98,6.0,19.7,0.233,Unsafe,Unsafe,Unsafe
8.3,2.83,10.99,1417.63,40.52,5.14,8.4,0.21,Unsafe,Unsafe,Unsafe
6.12,13.29,88.37,1401.01,34.49,6.95,7.5,0.445,Unsafe,Safe,Unsafe
7.78,8.08,34.29,349.96,36.24,0.55,15.2,0.219,Unsafe,Safe,Unsafe
6.33,6.91,68.39,569.42,34.91,2.85,14.3,0.038,Unsafe,Safe,Unsafe
5.85,11.73,2.53,266.63,15.55,8.19,33.6,0.473,Unsafe,Unsafe,Unsafe
6.35,12.03,69.0,789.48,4.98,0.8,28.5,0.46,Unsafe,Safe,Safe
8.03,5.99,31.61,717.84,13.62,8.55,24.8,0.342,Unsafe,Safe,Unsafe
8.49,10.32,5.57,1356.1,41.59,0.92,20.5,0.234,Unsafe,Safe,Unsafe
8.41,11.25,60.98,1398.51,49.02,8.34,10.0,0.046,Unsafe,Safe,Unsafe
6.89,9.86,24.08,606.17,24.69,3.61,34.4,0.395,Unsafe,Safe,Safe
7.84,3.82,38.68,763.02,0.49,6.12,16.3,0.038,Unsafe,Unsafe,Unsafe
6.22,12.51,8.06,1349.54,7.0,1.53,8.2,0.034,Unsafe,Safe,Safe
6.53,8.47,14.72,1219.73,16.1,0.66,19.8,0.269,Unsafe,Safe,Safe
8.64,5.39,29.8,55.3,28.93,2.16,31.2,0.08,Unsafe,Safe,Unsafe
5.55,7.1,8.98,514.09,3.75,1.28,31.6,0.004,Unsafe,Unsafe,Safe
5.8,2.45,91.08,661.57,47.17,3.12,5.3,0.212,Unsafe,Unsafe,Unsafe
6.23,3.53,0.6,383.09,18.25,5.14,31.6,0.069,Unsafe,Unsafe,Unsafe
5.59,11.19,48.39,339.38,45.63,5.89,13.1,0.08,Unsafe,Unsafe,Unsafe
6.14,2.0,12.32,104.79,39.03,7.9,6.2,0.038,Unsafe,Unsafe,Unsafe
7.54,7.0,30.77,982.89,37.77,6.56,30.4,0.103,Unsafe,Safe,Unsafe
6.97,8.27,92.61,430.64,30.34,6.09,30.9,0.358,Unsafe,Safe,Unsafe
8.62,2.66,16.17,125.9,31.34,4.12,22.9,0.404,Unsafe,Unsafe,Unsafe
8.36,13.68,96.58,384.92,31.9,4.74,22.2,0.226,Unsafe,Safe,Unsafe
6.7,4.71,20.58,1212.78,31.44,4.15,29.4,0.253,Unsafe,Safe,Unsafe
6.41,5.65,74.16,1284.66,27.69,8.42,28.6,0.016,Unsafe,Safe,Unsafe
6.83,5.65,54.67,750.45,49.32,2.3,31.7,0.035,Unsafe,Safe,Unsafe
7.57,4.76,88.45,653.3,36.61,0.06,21.6,0.129,Unsafe,Safe,Unsafe
6.44,2.02,55.4,1467.89,38.85,6.51,34.0,0.272,Unsafe,Unsafe,Unsafe
7.68,10.75,53.46,340.82,43.62,2.02,34.9,0.37,Unsafe,Safe,Unsafe
6.93,13.6,19.55,362.27,10.78,8.9,8.5,0.303,Unsafe,Safe,Unsafe
7.43,4.69,16.62,473.21,4.19,8.59,30.5,0.196,Unsafe,Safe,Unsafe
7.03,9.96,91.65,300.5,24.14,0.77,20.0,0.059,Unsafe,Safe,Safe
6.53,10.9,32.78,600.08,25.7,1.06,16.6,0.39,Unsafe,Safe,Safe
8.82,12.18,37.21,1370.71,41.46,4.95,23.4,0.182,Unsafe,Safe,Unsafe
8.17,7.07,75.98,942.25,22.19,6.09,6.7,0.368,Unsafe,Safe,Unsafe
5.99,5.64,33.88,647.32,28.54,2.75,20.2,0.256,Unsafe,Unsafe,Safe
8.54,5.9,95.21,1404.9,26.35,7.17,31.1,0.369,Unsafe,Safe,Unsafe
7.21,10.55,73.79,120.27,1.91,5.95,11.4,0.454,Unsafe,Safe,Unsafe
8.63,11.8,59.74,354.9,30.76,3.25,17.8,0.461,Unsafe,Safe,Unsafe
8.3,4.18,88.09,870.54,41.4,0.25,33.2,0.268,Unsafe,Safe,Unsafe
6.99,6.45,4.96,942.55,7.88,7.5,17.9,0.256,Unsafe,Safe,Unsafe
5.58,12.82,25.71,107.36,29.72,2.15,15.8,0.133,Unsafe,Unsafe,Safe
6.44,11.68,46.5,634.41,29.68,8.34,18.2,0.468,Unsafe,Safe,Unsafe
7.4,13.82,22.7,991.27,8.21,4.2,20.6,0.229,Unsafe,Safe,Safe
7.72,11.05,74.39,1062.2,6.17,5.77,24.0,0.064,Unsafe,Safe,Unsafe
6.4,6.72,91.92,975.3,49.0,8.73,29.0,0.216,Unsafe,Safe,Unsafe
5.99,9.09,42.38,514.82,19.69,8.64,18.6,0.064,Unsafe,Unsafe,Unsafe
8.42,9.93,34.21,185.6,11.37,3.72,29.5,0.251,Unsafe,Safe,Safe
8.95,2.94,96.16,669.31,8.57,2.09,21.0,0.281,Unsafe,Unsafe,Unsafe
7.34,8.53,44.49,236.69,33.38,7.75,15.2,0.169,Unsafe,Safe,Unsafe
6.1,10.51,48.9,1424.05,30.47,4.33,24.7,0.036,Unsafe,Safe,Unsafe
6.45,4.01,35.16,739.0,32.18,1.92,26.5,0.472,Unsafe,Safe,Unsafe
5.56,11.37,90.95,510.03,4.4,9.04,21.7,0.387,Unsafe,Unsafe,Unsafe
8.7,9.01,56.9,1161.14,44.68,1.98,6.7,0.419,Unsafe,Safe,Unsafe
5.91,13.43,76.22,772.03,19.46,0.26,10.1,0.183,Unsafe,Unsafe,Safe
7.52,2.51,81.18,499.55,15.67,0.2,13.6,0.38,Unsafe,Unsafe,Safe
6.46,5.18,34.18,1227.35,23.12,6.22,13.5,0.243,Unsafe,Safe,Unsafe
7.44,9.22,43.37,1307.37,19.5,6.62,25.2,0.101,Unsafe,Safe,Unsafe
7.78,5.56,84.85,1025.86,43.18,3.11,5.6,0.062,Unsafe,Safe,Unsafe
8.4,10.57,36.33,118.1,46.46,3.2,27.7,0.173,Unsafe,Safe,Unsafe
6.22,11.11,79.39,871.17,15.17,3.39,13.0,0.069,Unsafe,Safe,Safe
5.54,3.23,94.1,1156.78,43.2,6.8,14.3,0.499,Unsafe,Unsafe,Unsafe
5.98,8.17,62.32,247.93,39.08,0.58,20.8,0.025,Unsafe,Unsafe,Unsafe
8.65,8.11,74.16,381.57,46.54,9.29,11.5,0.221,Unsafe,Safe,Unsafe
8.56,6.43,80.51,1329.62,12.29,2.23,31.5,0.226,Unsafe,Safe,Unsafe
7.59,13.2,84.5,79.18,28.85,10.0,7.6,0.15,Unsafe,Safe,Unsafe
7.6,11.93,39.51,1141.45,13.73,1.72,18.3,0.286,Unsafe,Safe,Safe
7.83,10.37,5.13,736.97,41.2,7.72,30.5,0.075,Unsafe,Safe,Unsafe
6.11,10.57,40.19,697.82,0.27,2.23,23.5,0.392,Unsafe,Safe,Safe
8.7,7.54,67.38,60.29,28.24,0.81,13.8,0.166,Unsafe,Safe,Unsafe
6.97,13.05,45.04,1238.13,16.96,8.75,17.6,0.296,Unsafe,Safe,Unsafe
6.84,10.34,74.9,571.75,16.13,8.59,26.2,0.358,Unsafe,Safe,Unsafe
7.32,10.75,35.7,834.11,32.25,4.04,34.2,0.445,Unsafe,Safe,Unsafe
5.66,12.34,63.47,1032.09,42.57,7.02,31.8,0.418,Unsafe,Unsafe,Unsafe
6.08,5.29,18.64,1068.81,30.46,5.57,15.3,0.304,Unsafe,Safe,Unsafe
8.08,11.68,74.94,1436.17,42.66,8.53,34.9,0.194,Unsafe,Safe,Unsafe
5.79,4.34,54.57,820.44,13.23,3.15,5.1,0.252,Unsafe,Unsafe,Safe
7.61,6.14,20.41,629.59,25.98,5.24,5.8,0.384,Unsafe,Safe,Unsafe
6.36,6.03,29.19,1432.87,22.53,4.85,29.7,0.439,Unsafe,Safe,Safe
6.86,13.74,74.86,981.06,0.58,3.54,11.0,0.052,Unsafe,Safe,Safe
6.51,12.28,48.26,482.32,27.84,8.91,6.8,0.192,Unsafe,Safe,Unsafe
6.74,10.41,21.6,233.37,33.08,1.66,12.1,0.388,Unsafe,Safe,Unsafe
8.02,10.72,96.73,1271.7,29.6,1.5,17.8,0.216,Unsafe,Safe,Safe
6.54,8.74,71.51,575.16,36.81,5.77,26.9,0.166,Unsafe,Safe,Unsafe
7.48,13.37,95.71,1007.68,28.57,6.57,23.7,0.206,Unsafe,Safe,Unsafe
7.17,7.96,42.71,732.68,3.34,1.95,12.1,0.301,Unsafe,Safe,Safe
7.82,6.57,47.51,338.45,5.82,3.91,20.1,0.5,Unsafe,Safe,Safe
8.78,3.96,89.8,922.45,29.82,9.47,32.8,0.246,Unsafe,Unsafe,Unsafe
8.06,11.43,52.5,137.99,13.75,2.47,29.5,0.104,Unsafe,Safe,Safe
6.25,10.81,70.73,649.35,3.98,6.68,14.7,0.081,Unsafe,Safe,Unsafe
5.61,6.61,25.22,842.59,21.48,7.4,34.5,0.021,Unsafe,Unsafe,Unsafe
6.42,2.3,44.67,682.27,27.72,4.48,26.3,0.279,Unsafe,Unsafe,Safe
7.58,12.07,12.34,1135.57,16.44,9.38,6.9,0.272,Unsafe,Safe,Unsafe
5.68,2.14,20.6,1250.49,36.02,7.37,6.1,0.103,Unsafe,Unsafe,Unsafe
7.24,10.44,0.09,1168.3,32.19,4.58,10.1,0.348,Unsafe,Safe,Unsafe
7.59,13.64,3.93,106.28,16.64,5.69,26.8,0.371,Unsafe,Safe,Unsafe
6.67,7.25,97.73,331.49,37.74,6.93,10.5,0.13,Unsafe,Safe,Unsafe
8.2,4.82,24.24,828.08,32.43,5.92,20.3,0.172,Unsafe,Safe,Unsafe
5.87,10.46,66.33,1405.49,31.87,8.79,7.8,0.495,Unsafe,Unsafe,Unsafe
5.76,11.81,83.91,1260.69,27.67,3.57,32.6,0.187,Unsafe,Unsafe,Safe
8.05,8.56,55.07,1271.68,0.57,3.0,15.3,0.38,Unsafe,Safe,Safe
7.23,13.6,15.31,489.65,34.83,2.14,32.2,0.226,Unsafe,Safe,Unsafe
7.91,2.62,72.81,672.7,18.8,0.38,33.3,0.397,Unsafe,Unsafe,Safe
7.02,8.06,60.03,732.52,47.13,0.43,5.2,0.385,Unsafe,Safe,Unsafe
6.36,10.62,73.13,278.19,40.9,8.7,18.9,0.334,Unsafe,Safe,Unsafe
8.37,12.35,76.97,95.05,29.38,6.78,5.7,0.427,Unsafe,Safe,Unsafe
8.3,4.15,97.54,1423.01,12.61,6.61,32.3,0.47,Unsafe,Safe,Unsafe
7.93,11.6,57.36,399.03,10.19,6.15,20.6,0.29,Unsafe,Safe,Unsafe
6.45,8.63,34.16,397.93,17.02,8.49,7.2,0.119,Unsafe,Safe,Unsafe
7.57,6.76,64.85,170.9,23.83,4.8,8.3,0.199,Unsafe,Safe,Safe
6.76,3.58,6.84,1396.34,14.8,8.7,16.5,0.379,Unsafe,Unsafe,Unsafe
5.82,12.38,89.74,890.62,25.75,3.59,33.2,0.325,Unsafe,Unsafe,Safe
8.71,3.89,11.94,1017.2,8.27,9.27,25.8,0.089,Unsafe,Unsafe,Unsafe
5.98,5.72,32.78,1371.79,48.89,6.99,31.0,0.026,Unsafe,Unsafe,Unsafe
8.83,5.48,81.57,551.15,5.4,2.57,16.0,0.341,Unsafe,Safe,Unsafe
7.06,12.46,59.73,951.19,46.6,5.64,6.3,0.126,Unsafe,Safe,Unsafe
6.15,10.07,39.36,106.26,45.68,5.33,34.2,0.25,Unsafe,Safe,Unsafe
7.4,11.56,47.34,320.82,26.27,1.38,5.5,0.373,Unsafe,Safe,Safe
8.56,5.01,85.45,1255.31,36.25,5.91,33.4,0.281,Unsafe,Safe,Unsafe
8.06,9.5,34.0,1161.81,21.8,3.15,16.1,0.042,Unsafe,Safe,Safe
8.32,8.86,86.96,558.43,31.5,0.52,5.3,0.093,Unsafe,Safe,Unsafe
7.81,11.99,8.81,596.38,17.03,9.49,25.7,0.11,Unsafe,Safe,Unsafe
7.92,12.87,77.68,823.65,15.06,6.41,34.4,0.129,Unsafe,Safe,Unsafe
8.47,2.15,84.75,50.35,28.91,8.77,34.0,0.283,Unsafe,Unsafe,Unsafe
6.37,10.09,18.18,399.8,24.91,6.76,9.8,0.252,Unsafe,Safe,Unsafe
7.21,2.62,43.03,351.94,28.98,3.57,10.4,0.102,Unsafe,Unsafe,Safe
6.27,8.59,16.55,413.2,14.33,5.13,22.0,0.034,Unsafe,Safe,Unsafe
8.96,5.45,70.66,1218.56,18.35,6.76,24.1,0.086,Unsafe,Safe,Unsafe
8.8,5.68,53.53,455.53,4.19,9.6,27.2,0.492,Unsafe,Safe,Unsafe
5.64,6.24,63.53,327.71,2.61,2.54,10.4,0.234,Unsafe,Unsafe,Safe
7.97,9.46,19.65,781.18,12.67,8.75,33.8,0.434,Unsafe,Safe,Unsafe
8.74,6.01,21.17,1305.19,3.71,9.24,24.2,0.424,Unsafe,Safe,Unsafe
6.13,10.79,4.15,399.96,5.19,6.7,30.4,0.256,Unsafe,Safe,Unsafe
7.49,6.85,32.21,163.88,40.65,9.31,21.2,0.353,Unsafe,Safe,Unsafe
8.7,2.82,55.97,566.79,1.94,3.98,17.4,0.096,Unsafe,Unsafe,Unsafe
5.62,11.41,85.79,1134.1,32.95,9.53,34.3,0.344,Unsafe,Unsafe,Unsafe
7.94,5.43,66.69,848.5,13.63,7.03,22.5,0.136,Unsafe,Safe,Unsafe
6.54,7.19,43.54,1234.35,43.58,0.42,31.0,0.416,Unsafe,Safe,Unsafe
8.74,10.23,95.31,1441.41,24.25,9.07,33.6,0.042,Unsafe,Safe,Unsafe
8.9,5.99,71.92,1199.36,15.28,4.84,25.3,0.387,Unsafe,Safe,Unsafe
8.8,2.68,93.02,925.51,25.88,4.6,21.5,0.05,Unsafe,Unsafe,Unsafe
7.16,6.49,52.76,765.35,19.1,5.66,5.1,0.441,Unsafe,Safe,Unsafe
8.52,13.33,25.89,108.1,28.22,1.49,6.2,0.152,Unsafe,Safe,Unsafe
8.46,9.7,5.28,1477.27,5.73,4.69,11.0,0.327,Unsafe,Safe,Safe
6.62,10.06,72.61,606.05,49.85,8.31,10.6,0.244,Unsafe,Safe,Unsafe
8.4,9.59,12.13,270.73,21.28,0.15,12.6,0.183,Unsafe,Safe,Safe
5.63,4.39,30.28,1016.73,17.41,2.73,14.1,0.323,Unsafe,Unsafe,Safe
7.59,7.02,53.25,462.22,35.51,0.02,15.8,0.474,Unsafe,Safe,Unsafe
6.31,11.01,56.44,899.38,18.19,4.16,17.6,0.021,Unsafe,Safe,Safe
5.92,3.22,60.06,900.81,41.66,7.28,8.0,0.459,Unsafe,Unsafe,Unsafe
5.77,5.33,16.63,696.31,22.71,7.99,6.3,0.305,Unsafe,Unsafe,Unsafe
7.94,5.32,37.97,1262.37,35.98,9.45,25.2,0.404,Unsafe,Safe,Unsafe
6.69,7.18,61.72,434.2,5.37,6.09,21.1,0.192,Unsafe,Safe,Unsafe
8.04,13.76,96.98,700.52,42.31,2.55,18.3,0.236,Unsafe,Safe,Unsafe
5.73,2.81,72.76,829.65,36.79,9.24,24.0,0.434,Unsafe,Unsafe,Unsafe
6.6,8.22,92.26,1012.26,10.59,7.75,29.8,0.207,Unsafe,Safe,Unsafe
7.39,4.15,76.22,1186.76,7.26,5.74,17.8,0.267,Unsafe,Safe,Unsafe
8.27,13.65,59.17,622.47,15.81,6.96,24.2,0.01,Unsafe,Safe,Unsafe
6.62,3.36,19.2,986.77,48.8,9.24,33.6,0.079,Unsafe,Unsafe,Unsafe
7.69,6.84,66.67,268.39,12.84,7.12,30.2,0.321,Unsafe,Safe,Unsafe
8.6,10.85,62.34,1402.34,22.81,3.68,17.8,0.358,Unsafe,Safe,Unsafe
7.66,10.45,60.25,605.44,1.5,7.13,24.3,0.291,Unsafe,Safe,Unsafe
6.32,7.07,48.98,1107.81,19.86,0.4,10.3,0.072,Unsafe,Safe,Safe
5.59,6.16,52.87,79.49,28.57,3.86,21.8,0.223,Unsafe,Unsafe,Safe
8.55,6.77,33.44,347.52,47.66,4.06,34.4,0.178,Unsafe,Safe,Unsafe
5.57,5.17,51.93,756.27,25.84,1.67,20.5,0.248,Unsafe,Unsafe,Safe
8.56,4.46,19.76,1323.47,40.96,0.23,32.8,0.435,Unsafe,Safe,Unsafe
7.35,7.8,80.52,814.52,27.36,1.33,17.2,0.388,Unsafe,Safe,Safe
8.79,5.22,18.58,1398.31,2.04,6.55,35.0,0.042,Unsafe,Safe,Unsafe
8.3,5.45,8.5,751.51,15.75,8.02,22.4,0.445,Unsafe,Safe,Unsafe
8.99,9.88,43.62,761.15,28.78,9.88,6.3,0.236,Unsafe,Safe,Unsafe
6.73,13.62,65.83,223.63,47.53,3.46,22.6,0.372,Unsafe,Safe,Unsafe
8.19,9.24,43.77,1213.85,42.96,5.99,13.2,0.07,Unsafe,Safe,Unsafe
6.91,2.92,27.68,408.1,11.42,9.37,6.0,0.335,Unsafe,Unsafe,Unsafe
7.18,2.91,55.82,1354.44,11.01,1.67,29.6,0.118,Unsafe,Unsafe,Safe
7.7,13.42,34.7,1370.7,10.06,7.18,13.3,0.219,Unsafe,Safe,Unsafe
8.56,5.57,93.29,1417.8,46.12,7.55,28.9,0.008,Unsafe,Safe,Unsafe
8.94,3.1,92.26,804.33,42.63,0.89,13.6,0.076,Unsafe,Unsafe,Unsafe
8.19,9.19,50.24,1031.79,38.74,8.61,10.8,0.046,Unsafe,Safe,Unsafe
6.96,9.48,32.79,1178.85,19.64,8.13,34.2,0.12,Unsafe,Safe,Unsafe
6.97,9.78,73.71,239.97,25.22,0.33,15.8,0.05,Unsafe,Safe,Safe
8.08,5.21,3.67,921.39,23.22,0.91,23.0,0.346,Unsafe,Safe,Safe
6.34,2.18,47.48,99.73,12.67,0.49,23.3,0.015,Unsafe,Unsafe,Safe
5.89,13.58,33.63,771.47,25.25,3.35,21.8,0.309,Unsafe,Unsafe,Safe
6.74,5.01,92.05,274.52,1.52,5.09,32.4,0.07,Unsafe,Safe,Unsafe
6.51,10.11,1.2,315.24,6.59,5.32,25.2,0.473,Unsafe,Safe,Unsafe
6.54,10.48,55.28,579.32,44.33,2.68,17.1,0.467,Unsafe,Safe,Unsafe
6.32,9.32,74.07,677.03,37.58,9.12,30.9,0.113,Unsafe,Safe,Unsafe
5.65,5.75,48.5,953.6,21.14,3.68,10.4,0.307,Unsafe,Unsafe,Safe
5.56,5.25,8.54,157.92,25.86,0.46,21.3,0.014,Unsafe,Unsafe,Safe
8.96,9.17,97.25,780.35,18.5,3.0,33.5,0.466,Unsafe,Safe,Unsafe
7.0,12.39,51.8,314.81,37.04,5.31,23.8,0.261,Unsafe,Safe,Unsafe
6.85,13.36,61.42,882.26,39.21,4.08,29.5,0.022,Unsafe,Safe,Unsafe
7.88,3.27,23.66,974.24,38.16,2.74,24.6,0.171,Unsafe,Unsafe,Unsafe
6.26,3.86,48.35,857.23,36.13,1.31,30.2,0.038,Unsafe,Unsafe,Unsafe
8.82,13.34,42.91,1120.53,10.23,8.19,33.3,0.196,Unsafe,Safe,Unsafe
8.25,10.84,7.49,536.63,16.9,9.96,13.2,0.335,Unsafe,Safe,Unsafe
5.81,12.6,10.62,1159.4,23.49,3.3,10.1,0.235,Unsafe,Unsafe,Safe
6.96,4.43,83.75,677.51,16.54,3.82,19.5,0.192,Unsafe,Safe,Safe
8.58,9.05,23.98,752.07,37.75,6.18,26.1,0.06,Unsafe,Safe,Unsafe
8.81,10.41,19.5,989.75,16.47,7.18,11.8,0.122,Unsafe,Safe,Unsafe
7.14,10.16,50.49,76.62,6.91,3.92,5.1,0.05,Unsafe,Safe,Safe
7.65,6.9,76.87,998.29,19.95,9.05,15.3,0.404,Unsafe,Safe,Unsafe
6.08,2.18,6.19,946.95,49.0,5.6,34.1,0.068,Unsafe,Unsafe,Unsafe
8.97,9.0,57.68,499.28,11.29,4.5,25.8,0.298,Unsafe,Safe,Unsafe
6.31,5.04,11.92,174.4,30.61,6.47,17.0,0.171,Unsafe,Safe,Unsafe
8.8,7.4,3.65,181.86,21.65,9.53,10.8,0.113,Unsafe,Safe,Unsafe
7.77,13.49,5.27,1388.67,3.55,7.95,15.7,0.32,Unsafe,Safe,Unsafe
7.63,6.79,83.42,1049.46,24.39,0.4,10.1,0.229,Unsafe,Safe,Safe
7.29,12.08,11.8,234.3,35.11,3.32,8.2,0.2,Unsafe,Safe,Unsafe
6.31,4.26,4.52,567.25,25.66,4.71,32.2,0.296,Unsafe,Safe,Safe
6.12,10.07,43.79,909.1,43.61,3.15,34.9,0.246,Unsafe,Safe,Unsafe
6.27,13.72,84.4,1261.58,14.45,7.0,9.9,0.152,Unsafe,Safe,Unsafe
6.15,3.22,26.24,113.31,4.31,8.26,6.6,0.28,Unsafe,Unsafe,Unsafe
8.23,2.1,42.17,393.12,46.83,7.31,14.9,0.335,Unsafe,Unsafe,Unsafe
6.73,7.2,3.99,1340.14,18.91,9.89,18.8,0.013,Unsafe,Safe,Unsafe
5.7,3.11,44.91,63.29,28.82,2.73,11.1,0.233,Unsafe,Unsafe,Safe
8.89,10.98,57.76,342.03,39.6,8.75,14.0,0.029,Unsafe,Safe,Unsafe
8.59,12.97,57.09,1440.59,16.22,7.67,11.0,0.093,Unsafe,Safe,Unsafe
8.75,7.21,33.24,939.43,35.81,3.62,28.2,0.28,Unsafe,Safe,Unsafe
8.98,5.1,31.55,429.42,6.77,7.34,26.4,0.433,Unsafe,Safe,Unsafe
6.11,7.21,10.66,147.14,14.56,1.04,24.0,0.441,Unsafe,Safe,Safe
6.89,10.68,36.68,90.88,7.24,7.89,16.6,0.035,Unsafe,Safe,Unsafe
8.15,2.11,9.95,404.88,40.56,5.32,32.3,0.21,Unsafe,Unsafe,Unsafe
7.94,9.07,76.66,1328.15,11.13,2.92,34.1,0.292,Unsafe,Safe,Safe
6.04,9.36,96.63,653.07,35.87,6.56,10.2,0.074,Unsafe,Safe,Unsafe
8.36,9.65,97.01,1094.48,47.16,6.42,11.7,0.383,Unsafe,Safe,Unsafe
6.29,4.9,86.51,1381.51,26.39,2.09,20.8,0.372,Unsafe,Safe,Safe
6.28,10.57,60.08,641.66,27.0,0.3,7.7,0.452,Unsafe,Safe,Safe
7.38,3.1,70.09,327.35,23.05,4.34,18.1,0.004,Unsafe,Unsafe,Safe
7.58,4.39,28.52,799.82,16.29,5.7,22.5,0.108,Unsafe,Safe,Unsafe
7.53,12.53,63.08,1366.72,23.78,8.77,20.7,0.414,Unsafe,Safe,Unsafe
5.82,10.86,45.56,1216.34,30.14,9.28,14.9,0.335,Unsafe,Unsafe,Unsafe
8.57,2.16,48.2,145.45,49.3,5.29,21.3,0.447,Unsafe,Unsafe,Unsafe
6.43,4.98,75.78,1054.23,46.89,7.54,33.8,0.029,Unsafe,Safe,Unsafe
5.95,4.57,28.19,879.25,43.11,4.39,11.2,0.298,Unsafe,Unsafe,Unsafe
8.61,5.25,31.8,1365.82,44.46,7.46,24.6,0.285,Unsafe,Safe,Unsafe
8.84,4.97,92.46,227.6,23.39,2.05,6.3,0.018,Unsafe,Safe,Unsafe
8.52,2.75,5.62,824.35,32.87,3.71,7.0,0.257,Unsafe,Unsafe,Unsafe
8.33,7.51,48.56,1325.22,44.75,6.34,21.6,0.305,Unsafe,Safe,Unsafe
7.79,10.79,91.28,644.53,19.65,0.18,8.1,0.096,Unsafe,Safe,Safe
7.43,9.28,61.04,748.89,48.09,7.22,5.7,0.137,Unsafe,Safe,Unsafe
5.8,10.07,54.64,152.17,20.79,8.36,10.1,0.32,Unsafe,Unsafe,Unsafe
6.93,2.97,24.97,453.31,30.05,3.99,21.9,0.234,Unsafe,Unsafe,Unsafe
6.8,13.42,34.33,520.53,35.49,4.48,26.1,0.429,Unsafe,Safe,Unsafe
6.41,12.06,85.2,1420.43,47.53,8.51,11.1,0.171,Unsafe,Safe,Unsafe
8.03,11.66,55.92,459.87,12.23,7.76,25.0,0.133,Unsafe,Safe,Unsafe
7.24,11.88,51.47,718.26,37.31,2.88,10.5,0.492,Unsafe,Safe,Unsafe
5.78,13.19,9.96,1023.39,26.04,3.24,23.4,0.456,Unsafe,Unsafe,Safe
6.27,8.53,1.6,285.17,13.43,6.79,17.4,0.014,Unsafe,Safe,Unsafe
7.89,4.4,96.37,755.34,38.83,5.63,24.6,0.385,Unsafe,Safe,Unsafe
5.77,9.4,37.7,1120.88,27.61,1.62,34.9,0.055,Unsafe,Unsafe,Safe
8.48,10.91,60.32,1306.94,33.05,3.1,33.1,0.014,Unsafe,Safe,Unsafe
7.23,10.86,7.97,958.08,16.15,9.0,5.1,0.137,Unsafe,Safe,Unsafe
7.18,8.26,68.31,1020.13,24.06,6.88,31.6,0.135,Unsafe,Safe,Unsafe
7.57,2.82,93.26,233.11,30.87,9.86,7.0,0.41,Unsafe,Unsafe,Unsafe
8.39,6.45,57.57,1421.38,20.25,7.67,33.6,0.355,Unsafe,Safe,Unsafe
6.72,13.05,12.61,242.23,9.92,9.42,13.5,0.491,Unsafe,Safe,Unsafe
7.87,9.01,58.17,1173.28,48.08,2.16,16.5,0.356,Unsafe,Safe,Unsafe
